,transcript,MiSeqSFPQc.csv,MiSeqNONOc.csv,HuRc_conversionc,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
801,uc003kuu.3,,,['G4016.1'],uc003kuu.3,chr5,-,127593600,127873735,127595146,127873296,65,"127593600,127597427,127599116,127607690,127609531,127610258,127611729,127613571,127614326,127615883,127622409,127622999,127624129,127624818,127625573,127626423,127627220,127636508,127637073,127638664,127640648,127641202,127641514,127642826,127644938,127645674,127646991,127647576,127648325,127653840,127654570,127664387,127666264,127668603,127670410,127670861,127671146,127671679,127673688,127674624,127680076,127681048,127685038,127685646,127686559,127692967,127697415,127700292,127702069,127704874,127710320,127712423,127713444,127714463,127727710,127728827,127730814,127744366,127782173,127800416,127854965,127863564,127866287,127872094,127873042,","127595521,127597599,127599348,127607810,127609660,127610375,127611852,127613697,127614533,127616009,127622541,127623122,127624249,127624944,127625639,127626576,127627346,127636628,127637202,127638781,127640774,127641328,127641640,127642895,127645091,127645800,127647117,127647645,127648487,127653963,127654693,127664513,127666387,127668726,127670536,127670987,127671269,127671805,127673814,127674753,127680202,127681276,127685164,127685697,127686697,127693087,127697541,127700418,127702123,127705027,127710443,127712546,127713570,127714583,127727848,127729061,127730967,127744492,127782299,127800614,127855061,127863660,127866386,127872177,127873735,",P35556,uc003kuu.3,59450,uc003kuu.3,NM_001999,P35556,FBN2_HUMAN,FBN2,NM_001999,NP_001990,"Homo sapiens fibrillin 2 (FBN2), mRNA.",,
802,uc003vfy.3,,,['G4909.1'],uc003vfy.3,chr7,-,111366163,111846462,111368329,111846193,54,"111366163,111372281,111375109,111376972,111379189,111379451,111381149,111381595,111382068,111386389,111387322,111395570,111398679,111400236,111405173,111407087,111409584,111418331,111422919,111423912,111424152,111428717,111430512,111448876,111449356,111451929,111462417,111474643,111480818,111484818,111487054,111503427,111508039,111509629,111512045,111512324,111512522,111517085,111535667,111540429,111541732,111555833,111575594,111580164,111584865,111585771,111617186,111624360,111629069,111634189,111638502,111640548,111644102,111846156,","111368776,111372343,111375223,111377045,111379299,111379533,111381270,111381717,111382188,111386473,111387499,111395657,111398846,111400378,111405278,111407174,111409733,111418425,111422980,111424008,111424179,111428803,111430661,111448935,111449457,111452005,111462512,111474742,111480926,111484953,111487182,111503620,111508210,111509711,111512146,111512408,111512620,111517242,111535774,111540592,111541857,111555959,111575683,111580297,111584926,111585853,111617338,111624445,111629218,111634286,111638558,111640589,111644186,111846462,",H0Y599,uc003vfy.3,71374,uc003vfy.3,BC117689,H0Y599,H0Y599_HUMAN,DOCK4,NM_014705,NP_055520,"Homo sapiens dedicator of cytokinesis 4 (DOCK4), mRNA.",,
803,uc001gcc.2,,,['G148.1'],uc001gcc.2,chr1,+,162467594,162499419,162467790,162492340,8,"162467594,162469744,162470702,162473543,162482289,162482514,162487891,162492193,","162468058,162470037,162470894,162473638,162482366,162482613,162487980,162499419,",Q8TAS1,uc001gcc.2,2881,uc001gcc.2,NM_175866,Q8TAS1,UHMK1_HUMAN,UHMK1,NM_175866,NP_787062,"Homo sapiens U2AF homology motif (UHM) kinase 1 (UHMK1), transcript variant 1, mRNA.",,
804,uc001bla.3,,,['G283.1'],uc001bla.3,chr1,-,26226606,26232993,26227506,26231167,5,"26226606,26227981,26230131,26231154,26232879,","26227578,26228173,26230304,26231229,26232993,",P16949,uc001bla.3,4635,uc001bla.3,NM_005563,P16949,STMN1_HUMAN,STMN1,NM_005563,NP_981946,"Homo sapiens stathmin 1 (STMN1), transcript variant 3, mRNA.",,
805,uc003hit.3,,,['G3819.1'],uc003hit.3,chr4,-,76567952,76598667,76570613,76587209,11,"76567952,76571521,76572212,76573822,76580249,76580951,76582107,76582740,76584026,76587114,76598391,","76570886,76571640,76572341,76573925,76580430,76581054,76582198,76582914,76584108,76587233,76598667,",Q9UN86-2,uc003hit.3,56141,uc003hit.3,NM_203504,Q9UN86-2,Q9UN86-2,G3BP2,NM_203504,NP_987100,"Homo sapiens GTPase activating protein (SH3 domain) binding protein 2 (G3BP2), transcript variant 3, mRNA.",,
806,uc004bvt.4,,,['G5339.1'],uc004bvt.4,chr9,+,131445933,131458675,131446174,131456943,8,"131445933,131453448,131454136,131454940,131455146,131455916,131456174,131456919,","131446286,131453506,131454279,131455044,131455260,131456087,131456321,131458675,",Q01105,uc004bvt.4,75505,uc004bvt.4,NM_001122821,Q01105,SET_HUMAN,SET,NM_001122821,NP_001116293,"Homo sapiens SET nuclear oncogene (SET), transcript variant 1, mRNA.",,
807,uc010snc.2,,,['G1076.1'],uc010snc.2,chr12,+,51632507,51637717,51632691,51636242,3,"51632507,51634126,51636113,","51632704,51634245,51637717,",C9JA96,uc010snc.2,16267,uc010snc.2,NM_001136268,C9JA96,C9JA96_HUMAN,DAZAP2,NM_001136268,NP_001129740,"Homo sapiens DAZ associated protein 2 (DAZAP2), transcript variant 5, mRNA.",,
808,uc002xnu.3,,,['G3086.1'],uc002xnu.3,chr20,-,43953928,43977064,43955903,43977024,5,"43953928,43959005,43961662,43964421,43976964,","43956055,43959204,43961709,43964560,43977064,",P31431,uc002xnu.3,46763,uc002xnu.3,NM_002999,P31431,SDC4_HUMAN,SDC4,NM_002999,NP_002990,"Homo sapiens syndecan 4 (SDC4), mRNA.",,
809,uc001blc.3,,,['G283.1'],uc001blc.3,chr1,-,26226606,26233368,26227506,26231167,5,"26226606,26227981,26230131,26231154,26233278,","26227578,26228173,26230304,26231229,26233368,",P16949,uc001blc.3,4636,uc001blc.3,NM_203399,P16949,STMN1_HUMAN,STMN1,NM_203399,NP_981946,"Homo sapiens stathmin 1 (STMN1), transcript variant 2, mRNA.",,
810,uc003ysi.3,,,['G5079.1'],uc003ysi.3,chr8,+,128748314,128753680,128748839,128753204,3,"128748314,128750493,128752641,","128748869,128751265,128753680,",P01106-2,uc003ysi.3,72893,uc003ysi.3,NM_002467,P01106-2,P01106-2,MYC,NM_002467,NP_002458,"Homo sapiens v-myc myelocytomatosis viral oncogene homolog (avian) (MYC), mRNA.",,
811,uc021zbm.1,,,['G4364.1' 'G4365.1'],uc021zbm.1,chr6,+,64288331,64293489,64288331,64288331,4,"64288331,64288802,64289161,64289961,","64288434,64288933,64289236,64293489,",uc021zbm.1,,61426,uc021zbm.1,CU692825,,,PTP4A1,,,"Homo sapiens protein tyrosine phosphatase type IVA, member 1 (PTP4A1), mRNA.",,
812,uc021viy.1,,,['G2817.1'],uc021viy.1,chr2,-,70476122,70476193,70476122,70476122,1,"70476122,","70476193,",uc021viy.1,,82239,uc021viy.1,,,,TRNA,,,Rfam model RF00005 hit found at contig region AC016700.8/165408-165338,RF00005,
813,uc003vwc.4,,,['G4801.1'],uc003vwc.4,chr7,-,140433812,140624564,140434396,140624503,18,"140433812,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140487347,140494107,140500161,140501211,140507759,140508691,140534408,140549910,140624365,","140434570,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482957,140487384,140494267,140500281,140501360,140507862,140508795,140534672,140550012,140624564,",P15056,uc003vwc.4,71626,uc003vwc.4,NM_004333,P15056,BRAF_HUMAN,BRAF,NM_004333,NP_004324,"Homo sapiens v-raf murine sarcoma viral oncogene homolog B1 (BRAF), mRNA.",,
814,uc002jhk.4,,,['G2065.1'],uc002jhk.4,chr17,+,66508519,66529570,66519889,66526590,11,"66508519,66511534,66518896,66519865,66520156,66521052,66521894,66523980,66525010,66526060,66526417,","66508689,66511707,66519067,66519957,66520218,66521099,66522053,66524041,66525132,66526142,66529570,",P10644,uc002jhk.4,31530,uc002jhk.4,AK124586,P10644,KAP0_HUMAN,PRKAR1A,,,"Homo sapiens protein kinase, cAMP-dependent, regulatory, type I, alpha (PRKAR1A), transcript variant 1, mRNA.",,
815,uc001fdx.1,,,['G377.1'],uc001fdx.1,chr1,-,154127779,154145153,154130114,154144990,4,"154127779,154142875,154143124,154144504,","154130197,154142945,154143187,154145153,",Q5VU64,uc001fdx.1,6313,uc001fdx.1,AK056889,Q5VU64,Q5VU64_HUMAN,TPM3,,,"Homo sapiens tropomyosin 3 (TPM3), transcript variant 6, mRNA.",,
816,uc003jfk.3,,,['G3920.1'],uc003jfk.3,chr5,+,14664782,14699842,14664934,14693157,7,"14664782,14673750,14678789,14681572,14687629,14690147,14692962,","14665086,14673827,14678884,14681716,14687755,14690417,14699842,",Q96BN8,uc003jfk.3,57057,uc003jfk.3,NM_138348,Q96BN8,F105B_HUMAN,FAM105B,NM_138348,NP_612357,"Homo sapiens family with sequence similarity 105, member B (FAM105B), mRNA.",,
817,uc010vwj.2,,,['G2001.1'],uc010vwj.2,chr17,+,16342300,16345340,16342300,16342300,5,"16342300,16342640,16342841,16343498,16344681,","16342374,16342728,16343017,16343567,16345340,",uc010vwj.2,,30228,uc010vwj.2,NR_027169,,,C17orf76-AS1,NR_027169,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 13, non-coding RNA.",,
818,uc031pob.1,,,['G125.1'],uc031pob.1,chr1,+,145224596,145285912,145248856,145282031,6,"145224596,145227040,145248812,145273184,145281368,145281954,","145224702,145227336,145248894,145273444,145281704,145285912,",Q7Z3S9,uc031pob.1,2174,uc031pob.1,BX537434,Q7Z3S9,NT2NL_HUMAN,NOTCH2NL,NM_203458,NP_982283,"Homo sapiens notch 2 N-terminal like (NOTCH2NL), mRNA.",,
819,uc010vwh.2,,,['G2001.1'],uc010vwh.2,chr17,+,16342300,16345340,16342300,16342300,6,"16342300,16342640,16342894,16343498,16344387,16344681,","16342374,16342728,16343017,16343567,16344444,16345340,",uc010vwh.2,,30240,uc010vwh.2,NR_027164,,,C17orf76-AS1,NR_027164,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 8, non-coding RNA.",,
820,uc002vpt.4,,,['G2961.1'],uc002vpt.4,chr2,-,229888688,230136057,229890347,230135759,3,"229888688,230020533,230135729,","229890824,230020680,230136057,",Q7Z2X4-4,uc002vpt.4,44936,uc002vpt.4,NM_001100818,Q7Z2X4-4,Q7Z2X4-4,PID1,NM_001100818,NP_001094288,"Homo sapiens phosphotyrosine interaction domain containing 1 (PID1), transcript variant 2, mRNA.",,
821,uc001eik.3,,,['G359.1'],uc001eik.3,chr1,-,120454175,120612317,120457928,120612020,34,"120454175,120460287,120461028,120461934,120462851,120464335,120464858,120465258,120466259,120467927,120469121,120471598,120478094,120479904,120480479,120483177,120484148,120491036,120491629,120493346,120496165,120497662,120502014,120506196,120508075,120508998,120510055,120510699,120512133,120529582,120539619,120547951,120572528,120611947,","120459317,120460385,120461176,120462236,120463020,120464432,120465069,120465401,120466607,120468433,120469234,120471835,120478227,120480089,120480633,120483379,120484377,120491189,120491749,120493460,120496311,120497855,120502125,120506430,120508189,120509112,120510244,120510855,120512367,120529705,120539955,120548211,120572610,120612317,",Q04721,uc001eik.3,5901,uc001eik.3,NM_024408,Q04721,NOTC2_HUMAN,NOTCH2,NM_024408,NP_077719,"Homo sapiens notch 2 (NOTCH2), transcript variant 1, mRNA.",,
822,uc002ace.1,,,['G1709.1'],uc002ace.1,chr15,-,52839431,52861364,52844130,52861089,4,"52839431,52849296,52861044,52861312,","52844301,52849419,52861099,52861364,",P56211,uc002ace.1,25726,uc002ace.1,BC100015,P56211,ARP19_HUMAN,ARPP19,NM_006628,NP_006619,"Homo sapiens cAMP-regulated phosphoprotein, 19kDa (ARPP19), mRNA.",,
823,uc002jji.4,,,['G2186.1'],uc002jji.4,chr17,-,71203491,71228533,71205667,71228445,3,"71203491,71223303,71228224,","71205907,71223403,71228533,",Q969W3,uc002jji.4,33837,uc002jji.4,NM_032837,Q969W3,F104A_HUMAN,FAM104A,NM_032837,NP_116226,"Homo sapiens family with sequence similarity 104, member A (FAM104A), transcript variant 2, mRNA.",,
824,uc003hyo.3,,,['G3686.1'],uc003hyo.3,chr4,+,108814419,108836204,108816709,108831709,6,"108814419,108816465,108820730,108824388,108829720,108831505,","108814814,108817164,108820848,108824542,108829887,108836204,",Q8NHU3,uc003hyo.3,55067,uc003hyo.3,NM_152621,Q8NHU3,SMS2_HUMAN,SGMS2,NM_152621,NP_689834,"Homo sapiens sphingomyelin synthase 2 (SGMS2), transcript variant 1, mRNA.",,
825,uc021ouk.1,,,['G125.1'],uc021ouk.1,chr1,+,145209110,145304652,145293405,145304651,15,"145209110,145248812,145273184,145281368,145293113,145293370,145295422,145296356,145297618,145298154,145299729,145301719,145302653,145303909,145304446,","145209436,145248894,145273444,145281704,145293272,145293580,145295525,145296571,145297691,145298366,145299939,145301822,145302868,145303982,145304652,",Q5VTG7,uc021ouk.1,2156,uc021ouk.1,AX747492,Q5VTG7,Q5VTG7_HUMAN,NBPF10,NM_001037675,NP_001032764,"Homo sapiens neuroblastoma breakpoint family, member 10 (NBPF10), mRNA.",,
826,uc003mkk.3,,,['G4078.1' 'G4080.1'],uc003mkk.3,chr5,+,179125929,179158639,179132682,179155645,15,"179125929,179132679,179133258,179134132,179135239,179135978,179136873,179143105,179146668,179147404,179149804,179150660,179151657,179153680,179155591,","179126103,179132853,179133332,179134191,179135381,179136060,179137066,179143295,179146782,179147561,179150020,179150780,179151784,179153760,179158639,",P27824,uc003mkk.3,58598,uc003mkk.3,NM_001746,P27824,CALX_HUMAN,CANX,NM_001746,NP_001737,"Homo sapiens calnexin (CANX), transcript variant 1, mRNA.",,
827,uc001fea.1,,,['G377.1'],uc001fea.1,chr1,-,154127779,154155725,154130114,154155595,8,"154127779,154142875,154143124,154144504,154145383,154145559,154148590,154155463,","154130197,154142945,154143187,154144580,154145454,154145677,154148724,154155725,",P06753-2,uc001fea.1,6308,uc001fea.1,NM_153649,P06753-2,P06753-2,TPM3,NM_153649,NP_705935,"Homo sapiens tropomyosin 3 (TPM3), transcript variant 2, mRNA.",,
828,uc001fdz.1,,,['G377.1'],uc001fdz.1,chr1,-,154127779,154155725,154131444,154155595,8,"154127779,154142875,154143124,154143888,154145383,154145559,154148590,154155463,","154131524,154142945,154143187,154143964,154145454,154145677,154148724,154155725,",Q5VU72,uc001fdz.1,6301,uc001fdz.1,NM_001043353,Q5VU72,Q5VU72_HUMAN,TPM3,NM_001043353,NP_001036818,"Homo sapiens tropomyosin 3 (TPM3), transcript variant 5, mRNA.",,
829,uc001iba.1,,,['G480.1' 'G481.1'],uc001iba.1,chr1,-,245013601,245027827,245017751,245027609,14,"245013601,245018274,245018725,245019205,245019758,245020029,245020899,245021312,245022030,245022576,245023636,245025762,245025920,245026975,","245017805,245018346,245018910,245019460,245019927,245020158,245021019,245021576,245022143,245022676,245023776,245025836,245026032,245027827,",Q00839-2,uc001iba.1,7677,uc001iba.1,NM_004501,Q00839-2,Q00839-2,HNRNPU,NM_004501,NP_004492,"Homo sapiens heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A) (HNRNPU), transcript variant 2, mRNA.",,
830,uc010vwn.1,,,['G2001.1'],uc010vwn.1,chr17,+,16342300,16373962,16342300,16342300,5,"16342300,16342640,16343498,16344387,16373615,","16342374,16342728,16343567,16344444,16373962,",uc010vwn.1,,30239,uc010vwn.1,NR_027175,,,C17orf76-AS1,NR_027175,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 19, non-coding RNA.",,
831,uc003lsc.3,,,['G4208.1'],uc003lsc.3,chr5,-,149781199,149792499,149781802,149792312,9,"149781199,149782125,149782683,149784242,149784647,149785821,149786443,149786714,149792187,","149781813,149782188,149782875,149784330,149784743,149785884,149786523,149786887,149792499,",P04233,uc003lsc.3,59841,uc003lsc.3,NM_001025159,P04233,HG2A_HUMAN,CD74,NM_001025159,NP_001020330,"Homo sapiens CD74 molecule, major histocompatibility complex, class II invariant chain (CD74), transcript variant 1, mRNA.",,
832,uc001gfr.1,,,['G162.1' 'G163.1'],uc001gfr.1,chr1,+,169075946,169101960,169076067,169100793,6,"169075946,169080607,169094121,169096461,169099247,169100529,","169076164,169080736,169094277,169096646,169099328,169101960,",P05026,uc001gfr.1,2950,uc001gfr.1,NM_001677,P05026,AT1B1_HUMAN,ATP1B1,NM_001677,NP_001668,"Homo sapiens ATPase, Na+/K+ transporting, beta 1 polypeptide (ATP1B1), mRNA.",,
833,uc031sce.1,,,['G3564.1'],uc031sce.1,chr3,+,161144214,161166030,161144214,161144214,4,"161144214,161147132,161161388,161164631,","161145445,161147251,161161484,161166030,",uc031sce.1,,51677,uc031sce.1,NR_102265,,,LOC101243545,NR_102265,,"Homo sapiens uncharacterized LOC101243545 (LOC101243545), non-coding RNA.",,
834,uc001tej.3,,,['G1109.1'],uc001tej.3,chr12,+,96252708,96260238,96252851,96259849,4,"96252708,96254945,96259101,96259782,","96252854,96255071,96259166,96260238,",P62306,uc001tej.3,16862,uc001tej.3,NM_003095,P62306,RUXF_HUMAN,SNRPF,NM_003095,NP_003086,"Homo sapiens small nuclear ribonucleoprotein polypeptide F (SNRPF), mRNA.",,
835,uc002ule.3,,,['G2677.1'],uc002ule.3,chr2,+,178081403,178088580,178081429,178084027,6,"178081403,178081587,178082432,178083764,178083974,178086787,","178081499,178081668,178082573,178083887,178084042,178088580,",Q66K53,uc002ule.3,41892,uc002ule.3,AL832246,Q66K53,Q66K53_HUMAN,HNRNPA3,NM_194247,NP_919223,"Homo sapiens heterogeneous nuclear ribonucleoprotein A3 (HNRNPA3), mRNA.",,
836,uc002jsa.2,,,['G2078.1'],uc002jsa.2,chr17,+,74553845,74561430,74553845,74553845,4,"74553845,74555026,74557369,74559200,","74553939,74555125,74557480,74561430,",uc002jsa.2,,31690,uc002jsa.2,NR_038109,,,SNHG16,NR_038109,,"Homo sapiens small nucleolar RNA host gene 16 (non-protein coding) (SNHG16), transcript variant 2, non-coding RNA.",,
837,uc009zba.2,,,['G1012.1'],uc009zba.2,chr11,-,121959810,122073770,121959810,121959810,4,"121959810,122026258,122051043,122073471,","121962448,122026340,122051106,122073770,",uc009zba.2,,15303,uc009zba.2,NR_024430,,,MIR100HG,NR_024430,,"Homo sapiens mir-100-let-7a-2 cluster host gene (non-protein coding) (MIR100HG), non-coding RNA.",,
838,uc001bkz.3,,,['G283.1'],uc001bkz.3,chr1,-,26226606,26232644,26227506,26231167,5,"26226606,26227981,26230131,26231154,26232342,","26227578,26228173,26230304,26231229,26232644,",P16949,uc001bkz.3,4637,uc001bkz.3,NM_203401,P16949,STMN1_HUMAN,STMN1,NM_203401,NP_981946,"Homo sapiens stathmin 1 (STMN1), transcript variant 1, mRNA.",,
839,uc021wrn.1,,,['G3216.1'],uc021wrn.1,chr22,+,46508628,46508702,46508628,46508628,1,"46508628,","46508702,",uc021wrn.1,,48897,uc021wrn.1,NR_029478,,,MIRLET7A3,NR_029478,,"Homo sapiens microRNA let-7a-3 (MIRLET7A3), microRNA.",,
840,uc003hym.1,,,['G3686.1'],uc003hym.1,chr4,-,108784634,108853275,108784634,108784634,7,"108784634,108788063,108794485,108795135,108807822,108814222,108853126,","108785602,108788801,108794600,108795244,108807982,108814793,108853275,",uc003hym.1,,56448,uc003hym.1,AK123292,,,AK123292,,,"Homo sapiens cDNA FLJ41298 fis, clone BRAMY2040478.",,
841,uc031tfl.1,,,['G5348.1'],uc031tfl.1,chr9,+,137533650,137736688,137534033,137734149,66,"137533650,137582757,137591754,137593016,137619111,137620515,137622081,137623341,137623916,137630319,137630591,137642387,137642635,137644434,137645695,137646118,137648610,137650088,137653770,137655538,137657526,137658299,137658845,137659155,137660255,137664635,137666704,137671947,137674512,137676834,137677840,137681000,137686927,137687107,137688219,137688693,137690253,137693799,137694733,137696820,137697006,137698034,137701028,137702100,137703184,137703337,137704294,137704450,137705828,137706642,137707421,137707780,137708871,137709623,137710501,137710693,137710845,137711961,137713942,137714843,137715261,137716445,137717637,137721953,137726816,137734002,","137534142,137582925,137591968,137593179,137619243,137620653,137622321,137623509,137623973,137630361,137630654,137642462,137642728,137644491,137645749,137646172,137648664,137650142,137653824,137655583,137657580,137658344,137658899,137659200,137660309,137664680,137666758,137671992,137674566,137676942,137677894,137681054,137686972,137687161,137688264,137688747,137690307,137693853,137694841,137696910,137697060,137698142,137701136,137702154,137703238,137703445,137704348,137704558,137705882,137706750,137707475,137707834,137708925,137709677,137710609,137710747,137710899,137712069,137713996,137714879,137715315,137716701,137717750,137722022,137727050,137736688,",NP_001265003,uc031tfl.1,75680,uc031tfl.1,NM_001278074,P20908,CO5A1_HUMAN,COL5A1,NM_001278074,NP_001265003,"Homo sapiens collagen, type V, alpha 1 (COL5A1), transcript variant 2, mRNA.",,
842,uc010sne.2,,,['G1076.1'],uc010sne.2,chr12,+,51632507,51637717,51632691,51636242,4,"51632507,51634126,51634750,51636113,","51632704,51634245,51634900,51637717,",C9JP84,uc010sne.2,16269,uc010sne.2,NM_001136267,C9JP84,C9JP84_HUMAN,DAZAP2,NM_001136267,NP_001129739,"Homo sapiens DAZ associated protein 2 (DAZAP2), transcript variant 4, mRNA.",,
