,transcript,IonXpress_NONO_c,IonXpress_SFPQt1,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
453,uc010fnf.3,,['G1523.1'],uc010fnf.3,chr2,+,135809834,135928279,135809877,135926351,25,"135809834,135809999,135815580,135848567,135851184,135870720,135872785,135878388,135881734,135883750,135884152,135887564,135888121,135890464,135891430,135892834,135893133,135907938,135911218,135920124,135920317,135920555,135922163,135925262,135926114,","135809895,135810055,135815656,135848700,135851263,135870840,135872951,135878488,135881816,135883819,135884226,135887657,135888291,135890554,135891603,135892889,135893502,135908076,135911446,135920221,135920421,135920671,135922266,135925283,135928279,",C9J837,uc010fnf.3,41592,uc010fnf.3,NM_001172435,C9J837,C9J837_HUMAN,RAB3GAP1,NM_001172435,NP_001165906,"Homo sapiens RAB3 GTPase activating protein subunit 1 (catalytic) (RAB3GAP1), transcript variant 1, mRNA.",,
454,uc010fxw.1,,['G1667.1'],uc010fxw.1,chr2,-,232325078,232325153,232325078,232325078,1,"232325078,","232325153,",uc010fxw.1,,44967,uc010fxw.1,NR_004398,,,SNORD82,NR_004398,,"Homo sapiens small nucleolar RNA, C/D box 82 (SNORD82), small nuclear RNA.",,
455,uc001xhi.2,,['G896.1' 'G896.2'],uc001xhi.2,chr14,+,64971291,65000408,64988222,64998615,3,"64971291,64988204,64998578,","64971664,64990120,65000408,",Q9Y2K1-2,uc001xhi.2,21387,uc001xhi.2,NM_014950,Q9Y2K1-2,Q9Y2K1-2,ZBTB1,NM_014950,NP_055765,"Homo sapiens zinc finger and BTB domain containing 1 (ZBTB1), transcript variant 2, mRNA.",,
456,uc001nvz.2,,['G604.1'],uc001nvz.2,chr11,-,62622483,62622555,62622483,62622483,1,"62622483,","62622555,",uc001nvz.2,,14387,uc001nvz.2,NR_002563,,,SNORD27,NR_002563,,"Homo sapiens small nucleolar RNA, C/D box 27 (SNORD27), small nucleolar RNA.",,
457,uc003dlp.3,,['G1945.1' 'G1945.2'],uc003dlp.3,chr3,+,63263913,63602597,63264209,63601157,6,"63263913,63264352,63466507,63542218,63594800,63600899,","63264227,63264418,63466632,63542417,63594992,63602597,",G5E9W4,uc003dlp.3,50864,uc003dlp.3,NM_001130003,G5E9W4,G5E9W4_HUMAN,SYNPR,NM_001130003,NP_001123475,"Homo sapiens synaptoporin (SYNPR), transcript variant 1, mRNA.",,
458,uc002fum.4,,['G1150.1'],uc002fum.4,chr17,+,2240805,2284348,2240982,2282814,24,"2240805,2246838,2264930,2265402,2266131,2266282,2266758,2267352,2267889,2268190,2268508,2270564,2274555,2275483,2275636,2276246,2276624,2278785,2279430,2280026,2280252,2281150,2282329,2282725,","2241039,2246914,2265093,2265564,2266199,2266428,2266893,2267477,2267957,2268351,2268635,2270699,2274709,2275548,2275782,2276375,2276807,2279169,2279555,2280109,2280362,2281247,2282497,2284348,",O43147-2,uc002fum.4,29848,uc002fum.4,NM_014853,O43147-2,O43147-2,SGSM2,NM_014853,NP_055668,"Homo sapiens small G protein signaling modulator 2 (SGSM2), transcript variant 1, mRNA.",,
459,uc010dwz.1,,['G1347.1'],uc010dwz.1,chr19,+,10220424,10220516,10220424,10220424,1,"10220424,","10220516,",uc010dwz.1,,35914,uc010dwz.1,NR_003688,,,SNORD105B,NR_003688,,"Homo sapiens small nucleolar RNA, C/D box 105B (SNORD105B), small nucleolar RNA.",,
460,uc002jsa.2,,['G1214.1'],uc002jsa.2,chr17,+,74553845,74561430,74553845,74553845,4,"74553845,74555026,74557369,74559200,","74553939,74555125,74557480,74561430,",uc002jsa.2,,31690,uc002jsa.2,NR_038109,,,SNHG16,NR_038109,,"Homo sapiens small nucleolar RNA host gene 16 (non-protein coding) (SNHG16), transcript variant 2, non-coding RNA.",,
461,uc021zep.1,,['G2432.1'],uc021zep.1,chr6,-,126101392,126101464,126101392,126101392,1,"126101392,","126101464,",uc021zep.1,,81567,uc021zep.1,,,,TRNA_Glu,,,transfer RNA Glu (anticodon CTC),,chr6.tRNA87-GluCTC
462,uc001nvx.2,,['G603.1'],uc001nvx.2,chr11,-,62621375,62621440,62621375,62621375,1,"62621375,","62621440,",uc001nvx.2,,14388,uc001nvx.2,NR_002559,,,SNORD29,NR_002559,,"Homo sapiens small nucleolar RNA, C/D box 29 (SNORD29), small nucleolar RNA.",,
463,uc010aqg.3,,['G896.1' 'G896.2'],uc010aqg.3,chr14,+,64971291,64991669,64988222,64990364,2,"64971291,64988204,","64971664,64991669,",Q9Y2K1,uc010aqg.3,21388,uc010aqg.3,NM_001123329,Q9Y2K1,ZBTB1_HUMAN,ZBTB1,NM_001123329,NP_001116801,"Homo sapiens zinc finger and BTB domain containing 1 (ZBTB1), transcript variant 1, mRNA.",,
464,uc002kfo.3,,['G1289.1' 'G1289.2'],uc002kfo.3,chr17,+,80551297,80562483,80551297,80551297,4,"80551297,80553657,80557967,80559178,","80551830,80554067,80558120,80562483,",uc002kfo.3,,31932,uc002kfo.3,AK096800,,,FOXK2,,,"Homo sapiens forkhead box K2 (FOXK2), mRNA.",,
465,uc001nvv.2,,['G601.1'],uc001nvv.2,chr11,-,62620381,62620507,62620381,62620381,1,"62620381,","62620507,",uc001nvv.2,,14389,uc001nvv.2,NR_000008,,,SNORD22,NR_000008,,"Homo sapiens small nucleolar RNA, C/D box 22 (SNORD22), small nucleolar RNA.",,
466,uc002kfm.1,,['G1289.1' 'G1289.2'],uc002kfm.1,chr17,+,80477593,80554067,80477764,80553716,9,"80477593,80521229,80525929,80529599,80540616,80541888,80543779,80544938,80553657,","80478183,80521424,80526077,80529746,80540810,80542064,80544076,80545148,80554067,",Q01167-2,uc002kfm.1,31930,uc002kfm.1,M94654,Q01167-2,Q01167-2,FOXK2,NM_004514,NP_004505,"Homo sapiens forkhead box K2 (FOXK2), mRNA.",,
467,uc031tdn.1,,['G2796.1'],uc031tdn.1,chr9,-,33934294,33934373,33934294,33934294,1,"33934294,","33934373,",uc031tdn.1,,76146,uc031tdn.1,NR_102370,,,SNORD121B,NR_102370,,"Homo sapiens small nucleolar RNA, C/D box 121B (SNORD121B), small nucleolar RNA.",,
468,uc002wqf.1,,['G1731.1'],uc002wqf.1,chr20,-,17943352,17943589,17943352,17943352,1,"17943352,","17943589,",uc002wqf.1,,46379,uc002wqf.1,NR_003045,,,SNORD17,NR_003045,,"Homo sapiens small nucleolar RNA, C/D box 17 (SNORD17), small nucleolar RNA.",,
469,uc009wwl.3,,['G289.1'],uc009wwl.3,chr1,-,173834770,173834824,173834770,173834770,1,"173834770,","173834824,",uc009wwl.3,,6935,uc009wwl.3,NR_003944,,,SNORD78,NR_003944,,"Homo sapiens small nucleolar RNA, C/D box 78 (SNORD78), small nucleolar RNA.",,
470,uc002mna.3,,['G1347.1'],uc002mna.3,chr19,+,10216898,10226064,10217070,10225414,13,"10216898,10217176,10218180,10218479,10218639,10220306,10220588,10220798,10220999,10221160,10221372,10221620,10224308,","10217088,10217347,10218282,10218530,10218810,10220383,10220696,10220922,10221078,10221290,10221542,10221698,10226064,",NP_001035754,uc002mna.3,35910,uc002mna.3,NM_001040664,Q9NQ55,SSF1_HUMAN,PPAN-P2RY11,NM_001040664,NP_001035754,"Homo sapiens PPAN-P2RY11 readthrough (PPAN-P2RY11), transcript variant 1, mRNA.",,
471,uc004fqe.1,,['G2984.1'],uc004fqe.1,chrY,+,2620336,2713784,2620336,2620336,8,"2620336,2638590,2642756,2709068,2709526,2710205,2712117,2713686,","2620376,2638632,2642780,2709124,2709668,2710283,2712298,2713784,",uc004fqe.1,,80605,uc004fqe.1,Z48515,,,RPS4Y1,,,"Homo sapiens ribosomal protein S4, Y-linked 1 (RPS4Y1), mRNA.",,
472,uc004caq.3,,['G2776.1'],uc004caq.3,chr9,+,134361051,134361137,134361051,134361051,1,"134361051,","134361137,",uc004caq.3,,75612,uc004caq.3,NR_003050,,,SNORD62A,NR_003050,,"Homo sapiens small nucleolar RNA, C/D box 62A (SNORD62A), small nucleolar RNA.",,
473,uc004fad.1,,['G2974.1'],uc004fad.1,chrX,-,135954426,135962939,135957218,135961586,8,"135954426,135957416,135957629,135958661,135960073,135961175,135961477,135962755,","135957327,135957542,135957744,135958814,135960245,135961282,135961612,135962939,",H3BT71,uc004fad.1,80316,uc004fad.1,AK309911,H3BT71,H3BT71_HUMAN,RBMX,NM_002139,NP_002130,"Homo sapiens RNA binding motif protein, X-linked (RBMX), transcript variant 1, mRNA.",,
474,uc021pcu.1,,['G280.1'],uc021pcu.1,chr1,-,161439188,161439260,161439188,161439188,1,"161439188,","161439260,",uc021pcu.1,,81127,uc021pcu.1,,,,TRNA_Glu,,,transfer RNA Glu (anticodon CTC),,chr1.tRNA71-GluCTC
475,uc004faf.2,,['G2974.1'],uc004faf.2,chrX,-,135955605,135962939,135956300,135958785,8,"135955605,135957244,135957416,135957629,135958661,135961175,135961477,135962755,","135956611,135957327,135957542,135957744,135958814,135961282,135961612,135962939,",P38159,uc004faf.2,80314,uc004faf.2,NR_028476,P38159,RBMX_HUMAN,RBMX,NM_001164803,NP_001158275,"Homo sapiens RNA binding motif protein, X-linked (RBMX), transcript variant 3, non-coding RNA.",,
476,uc009zbc.3,,['G645.1'],uc009zbc.3,chr11,-,122928199,122931094,122928441,122930592,6,"122928199,122928959,122929339,122929766,122930180,122930823,","122928627,122929192,122929538,122929969,122930736,122931094,",P11142,uc009zbc.3,15318,uc009zbc.3,AK292067,P11142,HSP7C_HUMAN,HSPA8,NM_006597,NP_006588,"Homo sapiens heat shock 70kDa protein 8 (HSPA8), transcript variant 1, mRNA.",,
477,uc010diu.3,,['G1289.1' 'G1289.2'],uc010diu.3,chr17,+,80477593,80562483,80477764,80559280,5,"80477593,80521229,80525929,80529599,80559178,","80478183,80521424,80526077,80529746,80562483,",Q01167-3,uc010diu.3,31931,uc010diu.3,U58198,Q01167-3,Q01167-3,FOXK2,,,"Homo sapiens forkhead box K2 (FOXK2), mRNA.",,
478,uc002vpj.3,,['G1560.1'],uc002vpj.3,chr2,-,228549925,228582745,228549925,228549925,7,"228549925,228551116,228552881,228560604,228563451,228566884,228582658,","228550885,228552289,228553023,228560797,228564280,228567036,228582745,",uc002vpj.3,,44930,uc002vpj.3,AF283317,,,SLC19A3,NM_025243,,"Homo sapiens solute carrier family 19, member 3 (SLC19A3), mRNA.",,
479,uc002wgi.3,,['G1682.1' 'G1682.2' 'G1684.1'],uc002wgi.3,chr20,+,2633673,2639039,2635522,2638940,11,"2633673,2633924,2635059,2635394,2635970,2636240,2636579,2637046,2637419,2637726,2638574,","2633819,2634039,2635221,2635593,2636158,2636392,2636680,2637195,2637541,2637864,2639039,",O00567,uc002wgi.3,45180,uc002wgi.3,BX647513,O00567,NOP56_HUMAN,NOP56,NM_006392,NP_006383,"Homo sapiens NOP56 ribonucleoprotein (NOP56), transcript variant 1, mRNA.",,
480,uc003zto.1,,['G2796.1'],uc003zto.1,chr9,-,33921690,33934357,33922501,33927882,13,"33921690,33922684,33922963,33923183,33923376,33923792,33924203,33926614,33926986,33927794,33932559,33933487,33934051,","33922597,33922876,33923031,33923291,33923476,33923998,33924282,33926662,33927078,33927990,33932626,33933626,33934357,",Q5JV03,uc003zto.1,76153,uc003zto.1,BC041077,Q5JV03,Q5JV03_HUMAN,UBAP2,NM_018449,NP_060919,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
481,uc002fnn.2,,['G1096.1'],uc002fnn.2,chr16,+,89627118,89633237,89627367,89629450,5,"89627118,89627634,89627985,89628742,89629291,","89627471,89627776,89628159,89628799,89633237,",P26373,uc002fnn.2,28357,uc002fnn.2,NM_033251,P26373,RL13_HUMAN,RPL13,NM_033251,NP_150254,"Homo sapiens ribosomal protein L13 (RPL13), transcript variant 2, mRNA.",,
482,uc011dnq.1,,['G2404.1'],uc011dnq.1,chr6,-,31504276,31509925,31504276,31504276,6,"31504276,31506539,31506716,31506923,31508098,31509726,","31504460,31506632,31506836,31507051,31508441,31509925,",uc011dnq.1,,62653,uc011dnq.1,AK294939,,,DDX39B,NM_080598,,"Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B (DDX39B), transcript variant 1, mRNA.",,
483,uc002pob.2,,['G1390.1'],uc002pob.2,chr19,+,49999621,50002969,49999713,50002892,5,"49999621,50000450,50000776,50001173,50002768,","49999728,50000582,50000852,50001303,50002969,",P62280,uc002pob.2,37244,uc002pob.2,NM_001015,P62280,RS11_HUMAN,RPS11,NM_001015,NP_001006,"Homo sapiens ribosomal protein S11 (RPS11), mRNA.",,
484,uc011bsb.2,,['G1917.1'],uc011bsb.2,chr3,+,186503671,186507685,186503704,186505559,5,"186503671,186503952,186504290,186504915,186505283,","186503840,186504062,186504434,186505053,186507685,",B4DJX6,uc011bsb.2,51916,uc011bsb.2,AK296279,B4DJX6,B4DJX6_HUMAN,EIF4A2,,,"Homo sapiens eukaryotic translation initiation factor 4A2 (EIF4A2), mRNA.",,
485,uc002apy.1,,['G1023.1' 'G1023.2'],uc002apy.1,chr15,-,66794359,66794429,66794359,66794359,1,"66794359,","66794429,",uc002apy.1,,25959,uc002apy.1,NR_002442,,,SNORD18B,NR_002442,,"Homo sapiens small nucleolar RNA, C/D box 18B (SNORD18B), small nucleolar RNA.",,
486,uc010enb.1,,['G1389.1'],uc010enb.1,chr19,+,49994431,49994517,49994431,49994431,1,"49994431,","49994517,",uc010enb.1,,37239,uc010enb.1,NR_000018,,,SNORD35A,NR_000018,,"Homo sapiens small nucleolar RNA, C/D box 35A (SNORD35A), small nucleolar RNA.",,
487,uc021vvh.1,,['G1544.1'],uc021vvh.1,chr2,+,203142830,203142915,203142830,203142830,1,"203142830,","203142915,",uc021vvh.1,,82318,uc021vvh.1,,,,SNORD70,,,Rfam model RF00575 hit found at contig region AC064836.7/16842-16926,RF00575,
488,uc003lhd.2,,['G2161.1'],uc003lhd.2,chr5,+,140174443,140391929,140174549,140389522,4,"140174443,140358533,140362059,140389211,","140176937,140358592,140362148,140391929,",Q9Y5H9,uc003lhd.2,58076,uc003lhd.2,NM_018905,Q9Y5H9,PCDA2_HUMAN,PCDHA2,NM_018905,NP_061728,"Homo sapiens protocadherin alpha 2 (PCDHA2), transcript variant 1, mRNA.",,
489,uc004cao.4,,['G2776.1' 'G2777.1'],uc004cao.4,chr9,+,134346174,134375575,134346189,134371169,18,"134346174,134348894,134349840,134353130,134353860,134354638,134357112,134357760,134358096,134358745,134360072,134360334,134361471,134362553,134363242,134366811,134367555,134371126,","134346370,134349111,134351922,134353336,134354006,134354780,134357195,134357949,134358294,134358832,134360177,134360527,134361569,134362681,134363483,134366967,134367647,134375575,",Q5JSZ5,uc004cao.4,75607,uc004cao.4,CR933661,Q5JSZ5,PRC2B_HUMAN,PRRC2B,,,"Homo sapiens proline-rich coiled-coil 2B (PRRC2B), mRNA.",,
490,uc003ztq.1,,['G2796.1'],uc003ztq.1,chr9,-,33921690,34048947,33922501,34017146,29,"33921690,33922684,33922963,33923183,33923376,33923792,33924203,33926614,33926986,33927794,33932559,33933487,33935836,33941646,33943417,33944362,33948371,33953282,33956076,33960823,33963723,33971648,33973180,33986757,33988970,33996220,33998784,34017047,34048875,","33922597,33922876,33923031,33923291,33923476,33923998,33924282,33926662,33927078,33927990,33932626,33933626,33935876,33941860,33943587,33944637,33948585,33953472,33956144,33960876,33963789,33971752,33973235,33986835,33989124,33996331,33998862,34017187,34048947,",Q5T6F2,uc003ztq.1,76145,uc003ztq.1,NM_018449,Q5T6F2,UBAP2_HUMAN,UBAP2,NM_018449,NP_060919,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
491,uc001bqn.3,,['G204.1' 'G205.1'],uc001bqn.3,chr1,-,28905049,28908366,28905049,28905049,4,"28905049,28906044,28907622,28908101,","28905192,28907158,28907741,28908366,",uc001bqn.3,,4713,uc001bqn.3,BC064589,,,SNHG12,,,"Homo sapiens small nucleolar RNA host gene 12 (non-protein coding) (SNHG12), non-coding RNA.",,
492,uc001bql.3,,['G204.1' 'G205.1'],uc001bql.3,chr1,-,28905049,28908366,28905049,28905049,5,"28905049,28906044,28907071,28907605,28908101,","28905192,28906493,28907158,28907741,28908366,",uc001bql.3,,4711,uc001bql.3,BC045792,,,SNHG12,,,"Homo sapiens small nucleolar RNA host gene 12 (non-protein coding) (SNHG12), non-coding RNA.",,
493,uc003nty.1,,['G2402.1'],uc003nty.1,chr6,-,31504150,31504226,31504150,31504150,1,"31504150,","31504226,",uc003nty.1,,62656,uc003nty.1,NR_003140,,,SNORD117,NR_003140,,"Homo sapiens small nucleolar RNA, C/D box 117 (SNORD117), small nucleolar RNA.",,
494,uc002rdh.3,,['G1575.1'],uc002rdh.3,chr2,-,20110028,20175424,20113362,20153722,18,"20110028,20130156,20131029,20135231,20135979,20137503,20138025,20141519,20145546,20146221,20147924,20151175,20153594,20166484,20169240,20173323,20174228,20175290,","20113469,20130313,20131170,20135364,20136126,20137707,20138162,20141600,20145757,20146331,20147978,20151245,20153739,20166670,20169366,20173469,20174394,20175424,",B3KR94,uc002rdh.3,42893,uc002rdh.3,AX746847,B3KR94,B3KR94_HUMAN,WDR35,,,"Homo sapiens WD repeat domain 35 (WDR35), transcript variant 2, mRNA.",,
495,uc001rwm.3,,['G694.1'],uc001rwm.3,chr12,+,50794591,50855272,50794793,50855134,11,"50794591,50821544,50822717,50824277,50829270,50831517,50834221,50835372,50847242,50848096,50854917,","50794811,50821692,50822873,50824353,50829407,50831621,50834332,50835426,50847455,50848200,50855272,",NP_001164275,uc001rwm.3,16242,uc001rwm.3,NM_001170804,Q71RC2,LARP4_HUMAN,LARP4,NM_001170804,NP_001164275,"Homo sapiens La ribonucleoprotein domain family, member 4 (LARP4), transcript variant 5, mRNA.",,
496,uc010zlv.1,,['G1560.1'],uc010zlv.1,chr2,-,228551116,228582745,228552112,228565766,7,"228551116,228552881,228560604,228563451,228565628,228566884,228582658,","228552289,228553023,228560797,228564280,228565824,228567036,228582745,",F5H2M8,uc010zlv.1,44929,uc010zlv.1,AK301490,F5H2M8,F5H2M8_HUMAN,SLC19A3,,,"Homo sapiens solute carrier family 19, member 3 (SLC19A3), mRNA.",,
497,uc011dno.1,,['G2402.1' 'G2404.1'],uc011dno.1,chr6,-,31501774,31509925,31503005,31508296,5,"31501774,31504276,31506539,31508098,31509726,","31503262,31504460,31506632,31508441,31509925,",B4DIJ6,uc011dno.1,62654,uc011dno.1,AK295634,B4DIJ6,B4DIJ6_HUMAN,DDX39B,,,"Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B (DDX39B), transcript variant 1, mRNA.",,
498,uc010vpj.2,,['G1096.1'],uc010vpj.2,chr16,+,89627064,89633237,89627367,89629450,7,"89627064,89627347,89627634,89627985,89628147,89628742,89629291,","89627120,89627471,89627776,89628006,89628159,89628799,89633237,",F5H1S2,uc010vpj.2,28354,uc010vpj.2,NM_001243131,F5H1S2,F5H1S2_HUMAN,RPL13,NM_001243131,NP_001230060,"Homo sapiens ribosomal protein L13 (RPL13), transcript variant 4, mRNA.",,
499,uc021udj.1,,['G1214.1'],uc021udj.1,chr17,+,74553845,74561430,74553845,74553845,3,"74553845,74557369,74559200,","74553939,74557484,74561430,",uc021udj.1,,31693,uc021udj.1,NR_038110,,,SNHG16,NR_038110,,"Homo sapiens small nucleolar RNA host gene 16 (non-protein coding) (SNHG16), transcript variant 3, non-coding RNA.",,
500,uc003ntw.2,,['G2402.1' 'G2404.1'],uc003ntw.2,chr6,-,31501774,31509778,31503005,31508309,5,"31501774,31504276,31506539,31506923,31508098,","31503262,31504460,31506632,31507051,31509778,",Q59G92,uc003ntw.2,62652,uc003ntw.2,AK127767,Q59G92,Q59G92_HUMAN,DDX39B,NM_080598,NP_542165,"Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B (DDX39B), transcript variant 1, mRNA.",,
501,uc002rdj.3,,['G1575.1'],uc002rdj.3,chr2,-,20110028,20189884,20113318,20189776,27,"20110028,20113797,20130156,20131029,20132043,20133161,20135231,20135979,20137503,20138025,20141519,20145546,20146221,20147924,20151175,20153594,20160314,20166484,20169240,20173323,20174228,20175290,20178511,20180451,20182223,20188925,20189752,","20113469,20114038,20130313,20131170,20132208,20133272,20135364,20136126,20137707,20138162,20141600,20145757,20146331,20147978,20151245,20153739,20160375,20166670,20169366,20173469,20174394,20175424,20178640,20180544,20182295,20189043,20189884,",Q9P2L0-2,uc002rdj.3,42891,uc002rdj.3,NM_020779,Q9P2L0-2,Q9P2L0-2,WDR35,NM_020779,NP_065830,"Homo sapiens WD repeat domain 35 (WDR35), transcript variant 2, mRNA.",,
502,uc001ndi.2,,['G587.1'],uc001ndi.2,chr11,-,46765083,46867859,46765572,46842782,44,"46765083,46765975,46771823,46772077,46772667,46772895,46774184,46774859,46776437,46780472,46780818,46782161,46783549,46784176,46784525,46785030,46786680,46789124,46791512,46792337,46797804,46798988,46799688,46800009,46801743,46801977,46804823,46806037,46810230,46811625,46812019,46817143,46818361,46819354,46819632,46822749,46829580,46830949,46831291,46832556,46837748,46839860,46842725,46867770,","46765815,46766127,46771983,46772161,46772805,46773084,46774260,46775047,46776617,46780593,46780992,46782334,46783743,46784312,46784729,46785180,46786806,46789213,46791648,46792532,46797933,46799102,46799863,46800149,46801869,46802035,46804918,46806223,46810323,46811736,46812133,46817326,46818490,46819519,46819722,46822854,46829694,46831050,46831424,46832728,46837955,46840054,46842819,46867859,",Q14008,uc001ndi.2,14116,uc001ndi.2,NM_001008938,Q14008,CKAP5_HUMAN,CKAP5,NM_001008938,NP_001008938,"Homo sapiens cytoskeleton associated protein 5 (CKAP5), transcript variant 1, mRNA.",,
503,uc003ntu.3,,['G2402.1' 'G2404.1'],uc003ntu.3,chr6,-,31497995,31510252,31498210,31508309,11,"31497995,31498555,31498829,31499072,31500556,31503143,31504276,31506539,31506923,31508098,31509726,","31498227,31498703,31498974,31499182,31500688,31503262,31504460,31506632,31507051,31508311,31510252,",Q13838,uc003ntu.3,62644,uc003ntu.3,NM_080598,Q13838,DX39B_HUMAN,DDX39B,NM_080598,NP_542165,"Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B (DDX39B), transcript variant 2, mRNA.",,
504,uc011dmx.2,,['G2401.1' 'G2401.2'],uc011dmx.2,chr6,+,30881981,30894235,30882613,30893987,30,"30881981,30882586,30882932,30883131,30883522,30883757,30883928,30884654,30884881,30885471,30886603,30887534,30887865,30888109,30888444,30888841,30889006,30889365,30889701,30889892,30890226,30890482,30890674,30890880,30891129,30892130,30893050,30893320,30893656,30893885,","30882121,30882814,30883014,30883232,30883644,30883824,30884026,30884736,30885001,30885583,30886692,30887625,30887993,30888213,30888526,30888918,30889082,30889468,30889772,30890018,30890331,30890551,30890753,30891008,30891282,30892337,30893162,30893496,30893785,30894235,",Q5ST30,uc011dmx.2,60711,uc011dmx.2,NM_020442,Q5ST30,SYVM_HUMAN,VARS2,NM_020442,NP_001161205,"Homo sapiens valyl-tRNA synthetase 2, mitochondrial (VARS2), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.",,
