,transcript,IonXpress_SFPQ_N,IonXpress_NONO_N,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
1772,uc001uva.3,,['G739.1' 'G739.2'],uc001uva.3,chr13,+,34392205,34540695,34392315,34540262,9,"34392205,34395268,34398053,34399925,34403972,34404855,34405392,34409284,34540223,","34392402,34395406,34398121,34400023,34404154,34404992,34405491,34409354,34540695,",C9JU95,uc001uva.3,19465,uc001uva.3,NM_181558,C9JU95,C9JU95_HUMAN,RFC3,NM_181558,NP_853536,"Homo sapiens replication factor C (activator 1) 3, 38kDa (RFC3), transcript variant 2, mRNA.",,
1773,uc002qhx.1,,['G1246.1'],uc002qhx.1,chr19,+,55385548,55401838,55385745,55401229,3,"55385548,55396646,55401014,","55385779,55396937,55401838,",P24071-9,uc002qhx.1,37627,uc002qhx.1,NM_133273,P24071-9,P24071-9,FCAR,NM_133273,NP_579807,"Homo sapiens Fc fragment of IgA, receptor for (FCAR), transcript variant 5, mRNA.",,
1774,uc003klx.3,,['G1838.1'],uc003klx.3,chr5,+,95997906,96110385,95998126,96107383,30,"95997906,96011242,96031539,96058342,96063192,96065315,96066483,96071875,96073552,96075741,96076448,96076969,96077197,96078358,96082045,96083048,96084221,96086290,96089763,96090361,96093147,96093286,96097977,96100924,96101756,96103141,96103610,96106234,96107347,96108343,","95998201,96011305,96031611,96058402,96063234,96065429,96066564,96071944,96073651,96075822,96076487,96077062,96077284,96078460,96082129,96083096,96084317,96086386,96089865,96090445,96093198,96093358,96098076,96101029,96101849,96103186,96103703,96106306,96107406,96110385,",G5E9D3,uc003klx.3,57664,uc003klx.3,NM_001042440,G5E9D3,G5E9D3_HUMAN,CAST,NM_001042440,NP_001035905,"Homo sapiens calpastatin (CAST), transcript variant 6, mRNA.",,
1775,uc003vqo.1,,['G2207.1' 'G2207.2' 'G2207.3'],uc003vqo.1,chr7,-,130628920,130791789,130628920,130628920,5,"130628920,130630478,130668811,130791303,130791501,","130629648,130630594,130668868,130791376,130791789,",uc003vqo.1,,71529,uc003vqo.1,BC039420,,,FLJ43663,,,"Homo sapiens uncharacterized LOC378805 (FLJ43663), transcript variant 2, non-coding RNA.",,
1776,uc002twi.3,,['G1418.1'],uc002twi.3,chr2,-,148687965,148778463,148693078,148733527,14,"148687965,148695714,148695866,148696708,148701004,148705619,148709941,148712915,148715866,148716359,148730307,148731016,148733470,148778201,","148693267,148695782,148695962,148696817,148701091,148705793,148710093,148712964,148715952,148716435,148730398,148731093,148733544,148778463,",O43929,uc002twi.3,44140,uc002twi.3,NM_181741,O43929,ORC4_HUMAN,ORC4,NM_181741,NP_001177810,"Homo sapiens origin recognition complex, subunit 4 (ORC4), transcript variant 1, mRNA.",,
1777,uc021wyu.1,,['G1671.1'],uc021wyu.1,chr3,+,51705289,51738339,51708320,51738032,5,"51705289,51708286,51718428,51733421,51737739,","51705347,51708578,51718650,51733590,51738339,",Q9Y6I9,uc021wyu.1,50712,uc021wyu.1,NM_001243726,Q9Y6I9,TX264_HUMAN,TEX264,NM_001243726,NP_057010,"Homo sapiens testis expressed 264 (TEX264), transcript variant 4, mRNA.",,
1778,uc010ljr.2,,['G2199.1' 'G2201.1' 'G2202.1'],uc010ljr.2,chr7,-,110303105,111202573,110303657,111161503,7,"110303105,110526648,110603555,111127293,111161368,111201906,111202519,","110303777,110526751,110603621,111127397,111161505,111201979,111202573,",Q96T52,uc010ljr.2,71370,uc010ljr.2,NM_001244606,Q96T52,IMP2L_HUMAN,IMMP2L,NM_001244606,NP_115938,"Homo sapiens IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae) (IMMP2L), transcript variant 2, mRNA.",,
1779,uc003qqn.3,,['G2019.1'],uc003qqn.3,chr6,+,157099063,157531913,157099063,157529025,20,"157099063,157150360,157222509,157256599,157405795,157431605,157454161,157469757,157488173,157495141,157495980,157502102,157505364,157510775,157511171,157517298,157519944,157521838,157524999,157527300,","157100605,157150555,157222659,157256710,157406039,157431695,157454341,157470085,157488319,157495251,157496139,157502312,157505569,157510914,157511344,157517449,157520041,157522622,157525130,157531913,",Q8NFD5-3,uc003qqn.3,62095,uc003qqn.3,AB587572,Q8NFD5-3,Q8NFD5-3,ARID1B,NM_020732,NP_059989,"Homo sapiens AT rich interactive domain 1B (SWI1-like) (ARID1B), transcript variant 1, mRNA.",,
1780,uc002ldf.3,,['G1140.1'],uc002ldf.3,chr18,-,46446222,46469177,46447741,46469028,2,"46446222,46468850,","46448280,46469177,",B3KYA8,uc002ldf.3,35285,uc002ldf.3,NM_001190823,B3KYA8,B3KYA8_HUMAN,SMAD7,NM_001190823,NP_001177752,"Homo sapiens SMAD family member 7 (SMAD7), transcript variant 4, mRNA.",,
1781,uc022bvq.1,,['G2563.1'],uc022bvq.1,chrX,+,47696300,47781655,47705666,47776031,5,"47696300,47705503,47747397,47755243,47774322,","47696386,47705720,47747524,47755339,47781655,",P51508,uc022bvq.1,78044,uc022bvq.1,NM_007137,P51508,ZNF81_HUMAN,ZNF81,NM_007137,NP_009068,"Homo sapiens zinc finger protein 81 (ZNF81), mRNA.",,
1782,uc001dfw.3,,['G158.1' 'G158.2'],uc001dfw.3,chr1,-,71868624,72748405,71873128,72748177,7,"71868624,72058499,72076708,72163690,72241854,72400761,72748001,","71873253,72058651,72076829,72163822,72241980,72400994,72748405,",Q7Z3B1,uc001dfw.3,5412,uc001dfw.3,NM_173808,Q7Z3B1,NEGR1_HUMAN,NEGR1,NM_173808,NP_776169,"Homo sapiens neuronal growth regulator 1 (NEGR1), mRNA.",,
1783,uc001zeu.3,,['G859.1'],uc001zeu.3,chr15,+,30918878,30977810,30918878,30918878,11,"30918878,30922905,30925692,30926372,30927282,30927689,30930948,30936841,30938316,30939870,30977563,","30919152,30922976,30925789,30926626,30927391,30927836,30931023,30936905,30938498,30939917,30977810,",uc001zeu.3,,23633,uc001zeu.3,BC071990,,,ARHGAP11B,NM_001039841,,"Homo sapiens Rho GTPase activating protein 11B (ARHGAP11B), mRNA.",,
1784,uc010bfs.3,,['G867.1' 'G868.1'],uc010bfs.3,chr15,+,57210832,57580714,57565291,57574785,6,"57210832,57212089,57213223,57565227,57574642,57578354,","57211104,57212186,57213296,57565460,57574796,57580714,",uc010bfs.3,,24044,uc010bfs.3,AK310708,,,TCF12,,,"Homo sapiens transcription factor 12 (TCF12), transcript variant 3, mRNA.",,
1785,uc003fiy.2,,['G1704.1' 'G1704.2' 'G1705.1' 'G1705.2'],uc003fiy.2,chr3,-,176769291,176915048,176769292,176782765,4,"176769291,176771560,176782707,176914908,","176769514,176771706,176782810,176915048,",C9IYU9,uc003fiy.2,53839,uc003fiy.2,BC060320,C9IYU9,C9IYU9_HUMAN,TBL1XR1,,,"Homo sapiens transducin (beta)-like 1 X-linked receptor 1 (TBL1XR1), mRNA.",,
1786,uc003ldj.3,,['G1853.1'],uc003ldj.3,chr5,+,138117611,138270723,138117613,138269512,18,"138117611,138118865,138145726,138147871,138160218,138163203,138221900,138223178,138240037,138253430,138260198,138260944,138264934,138266161,138266518,138268266,138268576,138269490,","138117718,138119061,138145893,138147991,138160488,138163407,138221981,138223331,138240130,138253587,138260399,138261096,138265045,138266343,138266624,138268401,138268647,138270723,",G3XAM7,uc003ldj.3,57985,uc003ldj.3,U03100,G3XAM7,G3XAM7_HUMAN,CTNNA1,,,"Homo sapiens catenin (cadherin-associated protein), alpha 1, 102kDa (CTNNA1), mRNA.",,
1787,uc001igg.1,,['G234.1'],uc001igg.1,chr10,+,1119843,1178237,1119843,1119843,13,"1119843,1123846,1125950,1126351,1130342,1132225,1139391,1142109,1149538,1151065,1170157,1170849,1175152,","1122957,1123943,1126046,1126416,1130478,1132297,1139436,1142186,1149776,1151181,1170292,1170964,1178237,",uc001igg.1,,7765,uc001igg.1,AK128194,,,WDR37,,,"Homo sapiens WD repeat domain 37 (WDR37), mRNA.",,
1788,uc001ric.2,,['G624.1'],uc001ric.2,chr12,+,27677044,27848497,27786329,27845815,29,"27677044,27731084,27786294,27787842,27798994,27800661,27802942,27807654,27808075,27809548,27813816,27817294,27820098,27824363,27825359,27826699,27827124,27829360,27832421,27832865,27834478,27835319,27835547,27840317,27841230,27841947,27844681,27845523,27845728,","27677298,27731172,27786393,27788048,27799081,27800775,27803074,27807747,27808168,27809663,27813878,27817370,27820253,27824479,27825416,27826760,27827154,27829532,27832572,27832994,27834629,27835431,27835636,27840440,27841356,27842136,27844861,27845589,27848497,",Q86W92,uc001ric.2,16008,uc001ric.2,NM_177444,Q86W92,LIPB1_HUMAN,PPFIBP1,NM_177444,NP_001185844,"Homo sapiens PTPRF interacting protein, binding protein 1 (liprin beta 1) (PPFIBP1), transcript variant 2, mRNA.",,
1789,uc002qhr.1,,['G1246.1'],uc002qhr.1,chr19,+,55385548,55401838,55385745,55401229,5,"55385548,55386785,55396646,55399373,55401014,","55385779,55386821,55396937,55399661,55401838,",P24071,uc002qhr.1,37623,uc002qhr.1,NM_002000,P24071,FCAR_HUMAN,FCAR,NM_002000,NP_001991,"Homo sapiens Fc fragment of IgA, receptor for (FCAR), transcript variant 1, mRNA.",,
1790,uc002uie.3,,['G1429.1'],uc002uie.3,chr2,-,174771186,174828947,174774668,174828563,5,"174771186,174777797,174783320,174819600,174828488,","174774985,174777994,174783513,174820960,174828947,",Q02447-5,uc002uie.3,44353,uc002uie.3,NM_001017371,Q02447-5,Q02447-5,SP3,NM_001017371,NP_001017371,"Homo sapiens Sp3 transcription factor (SP3), transcript variant 2, mRNA.",,
1791,uc004dbl.3,,['G2505.1'],uc004dbl.3,chrX,+,24712063,25015102,24712078,25014067,37,"24712063,24717541,24721367,24722505,24732670,24733257,24734478,24735000,24735406,24735696,24741271,24742451,24744097,24745049,24745898,24750486,24751871,24753515,24755741,24757491,24759491,24760118,24761346,24763534,24766427,24766986,24828014,24828824,24830774,24833095,24839568,24844543,24859768,24861662,24906122,24948569,25013921,","24712103,24717666,24721464,24722586,24732786,24733320,24734571,24735088,24735608,24735875,24741384,24742568,24744172,24745188,24746053,24750571,24751933,24753605,24755858,24757667,24759621,24760238,24761446,24763659,24766577,24767109,24828047,24828917,24830980,24833228,24839700,24844718,24859947,24861794,24906239,24948666,25015102,",P09884,uc004dbl.3,77824,uc004dbl.3,NM_016937,P09884,DPOLA_HUMAN,POLA1,NM_016937,NP_058633,"Homo sapiens polymerase (DNA directed), alpha 1, catalytic subunit (POLA1), mRNA.",,
1792,uc001suc.3,,['G642.1'],uc001suc.3,chr12,+,69004618,69054385,69042504,69050967,8,"69004618,69042478,69044179,69045774,69047891,69050085,69050880,69053059,","69004823,69042561,69044248,69045831,69048032,69050229,69050997,69054385,",P61224,uc001suc.3,16677,uc001suc.3,NM_001010942,P61224,RAP1B_HUMAN,RAP1B,NM_001010942,NP_056461,"Homo sapiens RAP1B, member of RAS oncogene family (RAP1B), transcript variant 2, mRNA.",,
1793,uc010fdk.2,,['G1372.1'],uc010fdk.2,chr2,-,69709671,69870406,69709717,69870172,17,"69709671,69723116,69732700,69734552,69736362,69741602,69746085,69747965,69752164,69754347,69757139,69757756,69759172,69769654,69771567,69783991,69870009,","69709944,69723212,69732805,69734710,69736592,69741881,69746372,69748120,69752244,69754451,69757272,69757838,69759294,69769797,69771676,69784110,69870406,",Q2M2I8-2,uc010fdk.2,43414,uc010fdk.2,AB384092,Q2M2I8-2,Q2M2I8-2,AAK1,NM_014911,NP_055726,"Homo sapiens AP2 associated kinase 1 (AAK1), mRNA.",,
1794,uc001ige.3,,['G234.1'],uc001ige.3,chr10,+,1102343,1142566,1118095,1142210,9,"1102343,1118055,1123846,1125950,1126351,1130342,1132225,1139391,1142109,","1102504,1118233,1123943,1126046,1126416,1130478,1132297,1139436,1142566,",E7EQ49,uc001ige.3,7766,uc001ige.3,BC018044,E7EQ49,E7EQ49_HUMAN,WDR37,NM_014023,NP_054742,"Homo sapiens WD repeat domain 37 (WDR37), mRNA.",,
1795,uc001jwj.3,,['G253.1'],uc001jwj.3,chr10,+,75936246,76469061,75936630,76468203,11,"75936246,75960521,75984295,76074424,76153898,76158228,76285013,76349039,76360136,76429940,76468078,","75936644,75960596,75984349,76074503,76154071,76158337,76285184,76349075,76360251,76430027,76469061,",Q5JQ10,uc001jwj.3,8516,uc001jwj.3,NM_001123,Q5JQ10,Q5JQ10_HUMAN,ADK,NM_001123,NP_001114,"Homo sapiens adenosine kinase (ADK), transcript variant 1, mRNA.",,
1796,uc001uqg.1,,['G732.1'],uc001uqg.1,chr13,+,25875665,25910478,25875911,25905719,13,"25875665,25881943,25883384,25887020,25887751,25889494,25893463,25894667,25895056,25899126,25901053,25901567,25905494,","25876018,25882086,25883420,25887170,25887889,25889605,25893488,25894733,25895231,25899206,25901172,25901650,25910478,",Q9BVL2-2,uc001uqg.1,19392,uc001uqg.1,AB383875,Q9BVL2-2,Q9BVL2-2,NUPL1,NM_014089,NP_054808,"Homo sapiens nucleoporin like 1 (NUPL1), transcript variant 1, mRNA.",,
1797,uc021qmb.1,,['G471.1'],uc021qmb.1,chr11,+,66384052,66413944,66384191,66413517,2,"66384052,66413497,","66384528,66413944,",D6RGD8,uc021qmb.1,12292,uc021qmb.1,NM_001198846,D6RGD8,D6RGD8_HUMAN,RBM14-RBM4,NM_001198846,NP_001185775,"Homo sapiens RBM14-RBM4 readthrough (RBM14-RBM4), transcript variant 2, mRNA.",,
1798,uc001uqq.3,,['G763.1'],uc001uqq.3,chr13,-,26786904,26796508,26787960,26793786,5,"26786904,26792647,26793593,26795384,26796139,","26789729,26792743,26793804,26795467,26796508,",Q9Y252,uc001uqq.3,20038,uc001uqq.3,NM_005977,Q9Y252,RNF6_HUMAN,RNF6,NM_005977,NP_898865,"Homo sapiens ring finger protein (C3H2C3 type) 6 (RNF6), transcript variant 1, mRNA.",,
1799,uc009zkj.1,,['G682.1'],uc009zkj.1,chr12,-,46589507,46661484,46589909,46633583,17,"46589507,46591502,46591701,46592407,46594880,46596792,46598083,46598314,46599862,46600937,46601311,46602836,46622935,46623346,46633461,46636982,46661007,","46590059,46591600,46591843,46592526,46594981,46596872,46598200,46598373,46599945,46601019,46601404,46602910,46623051,46623422,46633676,46637097,46661484,",F8VX04,uc009zkj.1,18036,uc009zkj.1,AK309410,F8VX04,F8VX04_HUMAN,SLC38A1,NM_030674,NP_109599,"Homo sapiens solute carrier family 38, member 1 (SLC38A1), transcript variant 6, mRNA.",,
1800,uc003mls.4,,['G1945.1'],uc003mls.4,chr5,-,179660594,179719071,179663383,179707561,12,"179660594,179665331,179666923,179668030,179669572,179674438,179675972,179688683,179691780,179696279,179707439,179718847,","179663526,179665403,179666987,179668155,179669755,179674510,179676138,179688822,179691839,179696409,179707608,179719071,",P45984,uc003mls.4,60190,uc003mls.4,NM_002752,P45984,MK09_HUMAN,MAPK9,NM_002752,NP_002743,"Homo sapiens mitogen-activated protein kinase 9 (MAPK9), transcript variant JNK2-a2, mRNA.",,
1801,uc021vnb.1,,['G1382.1'],uc021vnb.1,chr2,+,115219179,116337819,115219179,115219179,8,"115219179,115220971,115464693,116066814,116101392,116257085,116283473,116336689,","115219717,115221003,115464751,116066929,116101488,116257180,116283548,116337819,",uc021vnb.1,,41389,uc021vnb.1,AK055256,,,DPP10,,,"Homo sapiens dipeptidyl-peptidase 10 (non-functional) (DPP10), transcript variant 5, mRNA.",,
1802,uc010jie.1,,['G1862.1'],uc010jie.1,chr5,+,154136762,154183305,154172232,154183305,13,"154136762,154169884,154170204,154172181,154173154,154173359,154173659,154174734,154179150,154179432,154181566,154182849,154183099,","154136850,154169946,154170270,154172356,154173283,154173560,154173822,154174879,154179319,154179602,154181959,154182973,154183305,",Q6PKG0,uc010jie.1,58322,uc010jie.1,AK307554,Q6PKG0,LARP1_HUMAN,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
1803,uc031sac.1,,['G1671.1'],uc031sac.1,chr3,+,51705642,51738339,51733481,51738032,4,"51705642,51718428,51733421,51737739,","51705719,51718650,51733590,51738339,",NP_057010,uc031sac.1,50715,uc031sac.1,NR_103462,,,TEX264,NM_015926,NP_057010,"Homo sapiens testis expressed 264 (TEX264), transcript variant 8, non-coding RNA.",,
1804,uc002hkc.4,,['G1031.1'],uc002hkc.4,chr17,+,34136458,34174246,34136573,34173949,16,"34136458,34144719,34147027,34147167,34147335,34149643,34151081,34160910,34161569,34163135,34165427,34169370,34171080,34171283,34171480,34173909,","34136580,34144759,34147079,34147243,34147441,34149837,34151202,34160945,34161602,34163245,34165557,34169463,34171162,34171372,34172042,34174246,",Q92804-2,uc002hkc.4,30635,uc002hkc.4,NM_003487,Q92804-2,Q92804-2,TAF15,NM_003487,NP_003478,"Homo sapiens TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa (TAF15), transcript variant 2, mRNA.",,
1805,uc003vfq.2,,['G2199.1' 'G2201.1' 'G2202.1'],uc003vfq.2,chr7,-,110303105,111202347,110303657,111161503,6,"110303105,110526648,110603555,111127293,111161368,111201906,","110303777,110526751,110603621,111127397,111161505,111202347,",Q96T52,uc003vfq.2,71371,uc003vfq.2,NM_032549,Q96T52,IMP2L_HUMAN,IMMP2L,NM_032549,NP_115938,"Homo sapiens IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae) (IMMP2L), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
1806,uc003vpb.3,,['G2129.1'],uc003vpb.3,chr7,+,129269918,129396922,129297191,129395021,11,"129269918,129297182,129311268,129317471,129330245,129348914,129350213,129351314,129357058,129367080,129394857,","129270009,129297414,129311383,129317598,129330386,129349073,129350411,129351416,129357216,129367205,129396922,",Q16656,uc003vpb.3,69613,uc003vpb.3,NM_001040110,Q16656,NRF1_HUMAN,NRF1,NM_001040110,NP_005002,"Homo sapiens nuclear respiratory factor 1 (NRF1), transcript variant 2, mRNA.",,
1807,uc010ddp.3,,['G1039.1'],uc010ddp.3,chr17,+,60556385,60692841,60558486,60689926,23,"60556385,60558484,60598133,60599564,60600494,60601596,60613530,60629662,60631023,60637376,60642361,60650575,60651705,60654069,60655837,60657471,60663495,60673945,60678011,60679402,60683490,60685401,60689752,","60556651,60558567,60598205,60599634,60600538,60601692,60613698,60629758,60631116,60637487,60642498,60650728,60651771,60654136,60655935,60657553,60663587,60674035,60678181,60679541,60683602,60685509,60692841,",Q86UE8,uc010ddp.3,31417,uc010ddp.3,BC044925,Q86UE8,TLK2_HUMAN,TLK2,NM_006852,NP_006843,"Homo sapiens tousled-like kinase 2 (TLK2), transcript variant A, mRNA.",,
1808,uc004cfc.1,,['G2409.1'],uc004cfc.1,chr9,+,137298427,137332431,137300006,137328460,9,"137298427,137299994,137300785,137309003,137313521,137320953,137323750,137325947,137328312,","137299338,137300145,137300965,137309173,137313651,137321086,137323842,137326053,137332431,",P19793,uc004cfc.1,75676,uc004cfc.1,AK131192,P19793,RXRA_HUMAN,RXRA,NM_002957,NP_002948,"Homo sapiens retinoid X receptor, alpha (RXRA), mRNA.",,
1809,uc003lvo.4,,['G1862.1'],uc003lvo.4,chr5,+,154092461,154197167,154092485,154193656,19,"154092461,154169884,154170204,154172181,154173154,154173359,154173659,154174734,154179150,154179432,154181566,154182849,154183099,154183760,154185440,154188018,154190806,154191072,154193446,","154092690,154169946,154170270,154172356,154173283,154173560,154173822,154174879,154179319,154179602,154181959,154182973,154183305,154183867,154185592,154188163,154190916,154191200,154197167,",Q6PKG0-3,uc003lvo.4,58319,uc003lvo.4,NM_015315,Q6PKG0-3,Q6PKG0-3,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
1810,uc010zel.2,,['G1429.1'],uc010zel.2,chr2,-,174771186,174830430,174774668,174829899,7,"174771186,174777797,174783320,174819600,174828488,174829132,174829892,","174774985,174777994,174783513,174820960,174828602,174829281,174830430,",NP_001166183,uc010zel.2,44352,uc010zel.2,NM_001172712,B7ZLN9,B7ZLN9_HUMAN,SP3,NM_001172712,NP_001166183,"Homo sapiens Sp3 transcription factor (SP3), transcript variant 3, mRNA.",,
1811,uc002atv.2,,['G906.1'],uc002atv.2,chr15,-,72491369,72523727,72491990,72523328,11,"72491369,72492814,72495362,72499068,72499467,72500961,72502013,72502687,72509749,72511284,72523236,","72492097,72492996,72495529,72499221,72499618,72501232,72502200,72502819,72509841,72511451,72523727,",P14618-2,uc002atv.2,26022,uc002atv.2,BC096823,P14618-2,P14618-2,PKM,NM_182471,NP_872271,"Homo sapiens pyruvate kinase, muscle (PKM), transcript variant 4, mRNA.",,
1812,uc002izx.4,,['G1039.1'],uc002izx.4,chr17,+,60536018,60692841,60613623,60689926,23,"60536018,60558484,60585768,60598133,60599564,60600494,60601596,60613530,60629662,60631023,60637376,60642361,60650575,60654069,60655837,60657471,60663495,60673945,60678011,60679402,60683490,60685401,60689752,","60536126,60558567,60585914,60598205,60599634,60600538,60601692,60613698,60629758,60631116,60637487,60642498,60650728,60654136,60655935,60657553,60663587,60674035,60678181,60679541,60683602,60685509,60692841,",J3QLK5,uc002izx.4,31418,uc002izx.4,BC060511,J3QLK5,J3QLK5_HUMAN,TLK2,,,"Homo sapiens tousled-like kinase 2 (TLK2), transcript variant A, mRNA.",,
