,transcript,MiSeqSFPQc.csv,MiSeqNONOc.csv,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
523,uc001tkv.2,,['G710.1'],uc001tkv.2,chr12,+,104684781,104707095,104684781,104684781,3,"104684781,104705067,104707022,","104684882,104705190,104707095,",uc001tkv.2,,16993,uc001tkv.2,AY344069,,,TXNRD1,,,"Homo sapiens thioredoxin reductase 1 (TXNRD1), transcript variant 4, mRNA.",,
524,uc003vtx.2,,['G2627.1'],uc003vtx.2,chr7,-,137569012,137686847,137569627,137686451,10,"137569012,137570148,137586099,137588704,137590447,137592997,137597736,137600582,137612895,137686349,","137569867,137570248,137586168,137588763,137590594,137593182,137597824,137600758,137613112,137686847,",Q70SY1-2,uc003vtx.2,71579,uc003vtx.2,AK131517,Q70SY1-2,Q70SY1-2,CREB3L2,NM_194071,NP_919047,"Homo sapiens cAMP responsive element binding protein 3-like 2 (CREB3L2), transcript variant 1, mRNA.",,
525,uc003vty.4,,['G2627.1'],uc003vty.4,chr7,-,137597556,137686847,137597572,137686451,4,"137597556,137600582,137612895,137686349,","137597824,137600758,137613112,137686847,",Q70SY1-3,uc003vty.4,71577,uc003vty.4,NM_001253775,Q70SY1-3,Q70SY1-3,CREB3L2,NM_001253775,NP_001240704,"Homo sapiens cAMP responsive element binding protein 3-like 2 (CREB3L2), transcript variant 2, mRNA.",,
526,uc001lxb.3,,['G541.1'],uc001lxb.3,chr11,-,2965659,2973999,2965659,2965659,3,"2965659,2972488,2973009,","2966876,2972545,2973999,",uc001lxb.3,,13438,uc001lxb.3,AX748368,,,NAP1L4,,,"Homo sapiens nucleosome assembly protein 1-like 4 (NAP1L4), mRNA.",,
527,uc003xuj.3,,['G2762.1'],uc003xuj.3,chr8,-,62413114,62627199,62415917,62626930,25,"62413114,62430086,62430590,62438535,62460629,62465589,62468482,62475302,62479726,62489330,62496502,62531536,62546241,62550505,62550880,62555446,62555944,62556503,62557158,62559308,62563608,62566126,62593526,62596597,62626827,","62416068,62430220,62430682,62438671,62460767,62465679,62468581,62475439,62479877,62489417,62496588,62531578,62546286,62550562,62550922,62555479,62555992,62556560,62557191,62559437,62563683,62566219,62593595,62596747,62627199,",Q12797,uc003xuj.3,73586,uc003xuj.3,NM_004318,Q12797,ASPH_HUMAN,ASPH,NM_004318,NP_004309,"Homo sapiens aspartate beta-hydroxylase (ASPH), transcript variant 1, mRNA.",,
528,uc021zgt.1,,['G2342.1'],uc021zgt.1,chr6,+,151187468,151423023,151187494,151413692,28,"151187468,151197225,151198769,151198908,151203897,151206769,151208977,151226785,151239712,151243340,151247257,151257939,151259834,151265621,151266602,151270166,151277130,151281410,151286104,151293082,151330954,151334914,151336015,151336651,151355628,151358100,151413602,151422661,","151187523,151197310,151198820,151198962,151204022,151206870,151209117,151226897,151239804,151243438,151247431,151258076,151259881,151265729,151266677,151270269,151277207,151281551,151286173,151293194,151331094,151334956,151336116,151336829,151355736,151358253,151413723,151423023,",NP_001229697,uc021zgt.1,62013,uc021zgt.1,NM_001242768,B7ZM99,B7ZM99_HUMAN,MTHFD1L,NM_001242768,NP_001229697,"Homo sapiens methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like (MTHFD1L), transcript variant 3, mRNA.",,
529,uc002lsn.3,,['G1284.1' 'G1287.1'],uc002lsn.3,chr19,+,1407583,1435682,1407772,1434911,12,"1407583,1417498,1418202,1418664,1421146,1422346,1425876,1428840,1429965,1430220,1432512,1434735,","1407801,1417539,1418369,1418730,1421257,1422395,1425959,1428994,1429995,1430361,1432689,1435682,",Q96EP5,uc002lsn.3,35574,uc002lsn.3,NM_018959,Q96EP5,DAZP1_HUMAN,DAZAP1,NM_018959,NP_061832,"Homo sapiens DAZ associated protein 1 (DAZAP1), transcript variant 2, mRNA.",,
530,uc002xvb.4,,['G1646.1'],uc002xvb.4,chr20,-,48697660,48729735,48697660,48697660,3,"48697660,48700665,48729643,","48699451,48700791,48729735,",uc002xvb.4,,46895,uc002xvb.4,NR_047554,,,UBE2V1,NR_047554,,"Homo sapiens ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1), transcript variant 13, non-coding RNA.",,
531,uc031ruf.1,,['G1646.1'],uc031ruf.1,chr20,-,48697660,48732496,48699304,48732112,5,"48697660,48700665,48713208,48732021,48732366,","48699451,48700791,48713357,48732158,48732496,",Q13404-7,uc031ruf.1,46903,uc031ruf.1,NM_001257393,Q13404-7,Q13404-7,UBE2V1,NM_001257393,NP_001244328,"Homo sapiens ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1), transcript variant 5, mRNA.",,
532,uc002ywh.1,,['G1681.1'],uc002ywh.1,chr21,+,38739858,38858916,38845062,38858915,5,"38739858,38844985,38850509,38852939,38858768,","38739930,38845182,38850602,38853128,38858916,",O94789,uc002ywh.1,47344,uc002ywh.1,AB015282,O94789,O94789_HUMAN,DYRK1A,NM_130438,NP_569122,"Homo sapiens dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A (DYRK1A), transcript variant 3, mRNA.",,
533,uc010oos.2,,['G40.1'],uc010oos.2,chr1,+,61547533,61928460,61547615,61920992,12,"61547533,61548432,61553820,61743191,61798183,61818121,61824818,61848908,61869775,61872233,61892136,61920974,","61547719,61548490,61554352,61743257,61798258,61818239,61824946,61849037,61869954,61872399,61892228,61928460,",F8W8W3,uc010oos.2,1404,uc010oos.2,NM_001145512,F8W8W3,F8W8W3_HUMAN,NFIA,NM_001145512,NP_001138984,"Homo sapiens nuclear factor I/A (NFIA), transcript variant 4, mRNA.",,
534,uc002lnh.2,,['G1259.1'],uc002lnh.2,chr18,+,77439800,77514510,77439947,77513790,13,"77439800,77455224,77455976,77457859,77464766,77470345,77472971,77474490,77477534,77477809,77488906,77496354,77513651,","77440261,77455308,77456070,77457988,77464917,77470436,77473138,77475528,77477676,77478016,77489069,77496521,77514510,",Q9Y5B0,uc002lnh.2,34882,uc002lnh.2,NM_004715,Q9Y5B0,CTDP1_HUMAN,CTDP1,NM_004715,NP_001189433,"Homo sapiens CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 (CTDP1), transcript variant 1, mRNA.",,
535,uc010ujj.1,,['G1017.1'],uc010ujj.1,chr15,-,66007412,66084631,66007785,66048788,14,"66007412,66010115,66015185,66021409,66021871,66023979,66025089,66030044,66031043,66034052,66044716,66048477,66053697,66084347,","66007961,66010334,66015286,66021585,66022016,66024038,66025156,66030283,66031213,66034122,66044966,66048810,66053776,66084631,",A8K2M7,uc010ujj.1,25944,uc010ujj.1,AK299570,A8K2M7,A8K2M7_HUMAN,DENND4A,NM_005848,NP_005839,"Homo sapiens DENN/MADD domain containing 4A (DENND4A), transcript variant 1, mRNA.",,
536,uc003hiz.1,,['G1948.1'],uc003hiz.1,chr4,-,76787341,76817536,76787666,76817478,14,"76787341,76788465,76793177,76794279,76797439,76804078,76804318,76805746,76808004,76809366,76811109,76812800,76813003,76817423,","76787671,76788572,76793320,76794465,76797826,76804228,76804355,76805913,76808051,76809481,76811285,76812858,76813131,76817536,",O14830,uc003hiz.1,56145,uc003hiz.1,AF023457,O14830,PPE2_HUMAN,PPEF2,,,"Homo sapiens protein phosphatase, EF-hand calcium binding domain 2 (PPEF2), mRNA.",,
537,uc003vtw.3,,['G2627.1'],uc003vtw.3,chr7,-,137559724,137686847,137565221,137686451,12,"137559724,137567157,137569740,137570148,137586099,137588704,137590447,137592997,137597736,137600582,137612895,137686349,","137565297,137567374,137569867,137570248,137586168,137588763,137590594,137593182,137597824,137600758,137613112,137686847,",Q70SY1,uc003vtw.3,71576,uc003vtw.3,NM_194071,Q70SY1,CR3L2_HUMAN,CREB3L2,NM_194071,NP_919047,"Homo sapiens cAMP responsive element binding protein 3-like 2 (CREB3L2), transcript variant 1, mRNA.",,
538,uc010hwn.2,,['G1888.1' 'G1889.1'],uc010hwn.2,chr3,-,168819847,169381563,168819849,169381160,10,"168819847,168830574,168833170,168838843,168840367,168845631,168849216,168861485,169098974,169381123,","168820014,168830662,168834527,168838997,168840515,168845848,168849319,168861620,169099312,169381563,",E7EQ57,uc010hwn.2,53775,uc010hwn.2,AK308404,E7EQ57,E7EQ57_HUMAN,MECOM,NM_004991,NP_004982,"Homo sapiens MDS1 and EVI1 complex locus (MECOM), transcript variant 4, mRNA.",,
539,uc011bpj.1,,['G1888.1' 'G1889.1'],uc011bpj.1,chr3,-,168801286,169381563,168802696,169381160,17,"168801286,168806787,168807787,168810745,168812863,168818672,168819847,168825713,168830574,168833170,168838843,168840367,168845631,168849216,168861485,169098974,169381123,","168802831,168806971,168808024,168810890,168813033,168818750,168820014,168825740,168830662,168834527,168838997,168840515,168845848,168849319,168861620,169099312,169381563,",Q03112-3,uc011bpj.1,53766,uc011bpj.1,NM_004991,Q03112-3,Q03112-3,MECOM,NM_004991,NP_004982,"Homo sapiens MDS1 and EVI1 complex locus (MECOM), transcript variant 4, mRNA.",,
540,uc010yzc.2,,['G1528.1'],uc010yzc.2,chr2,-,122095351,122407052,122095351,122095351,31,"122095351,122104613,122106087,122120747,122122669,122125163,122135074,122144697,122145338,122154715,122155897,122159084,122161942,122165046,122168441,122182714,122187648,122204912,122205851,122206528,122208488,122209365,122215262,122216415,122217555,122218676,122220107,122227383,122260742,122363276,122406947,","122098523,122104730,122106294,122120876,122122860,122125407,122135225,122144804,122145482,122154859,122155976,122159248,122162010,122165291,122168545,122182882,122187753,122205116,122205901,122206696,122208566,122209425,122215333,122216551,122217701,122218769,122220181,122227536,122260810,122363756,122407052,",uc010yzc.2,,43956,uc010yzc.2,AK299331,,,CLASP1,,,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 3, mRNA.",,
541,uc002tnc.3,,['G1528.1'],uc002tnc.3,chr2,-,122095351,122407052,122098436,122363471,39,"122095351,122104613,122106087,122120747,122122669,122125163,122135074,122139783,122144697,122145338,122154715,122155897,122159084,122161946,122165046,122168441,122176197,122182714,122184979,122187648,122204912,122205851,122206528,122208488,122209365,122215262,122216415,122217555,122218676,122220107,122227383,122260742,122273240,122283420,122285374,122286252,122287822,122363276,122406947,","122098523,122104730,122106294,122120876,122122860,122125407,122135225,122139900,122144804,122145482,122154859,122155976,122159248,122162010,122165291,122168545,122176305,122182882,122185006,122187753,122205083,122205901,122206696,122208566,122209425,122215333,122216551,122217701,122218769,122220181,122227536,122260810,122273338,122283496,122285466,122286356,122287901,122363756,122407052,",Q7Z460,uc002tnc.3,43950,uc002tnc.3,NM_015282,Q7Z460,CLAP1_HUMAN,CLASP1,NM_015282,NP_056097,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 1, mRNA.",,
542,uc003hix.3,,['G1948.1'],uc003hix.3,chr4,-,76781025,76823681,76781819,76817478,17,"76781025,76785592,76787341,76788465,76793177,76794279,76797439,76804078,76804318,76805746,76808004,76809366,76811109,76812800,76813003,76817423,76823382,","76782073,76785680,76787505,76788572,76793320,76794465,76797826,76804228,76804355,76805913,76808051,76809481,76811285,76812858,76813131,76817536,76823681,",O14830,uc003hix.3,56143,uc003hix.3,NM_006239,O14830,PPE2_HUMAN,PPEF2,NM_006239,NP_006230,"Homo sapiens protein phosphatase, EF-hand calcium binding domain 2 (PPEF2), mRNA.",,
543,uc001dnv.3,,['G200.1' 'G201.1'],uc001dnv.3,chr1,-,91380856,91487065,91382354,91447888,4,"91380856,91383608,91447866,91486829,","91382547,91383711,91447927,91487065,",Q9H582-3,uc001dnv.3,5547,uc001dnv.3,NM_016620,Q9H582-3,Q9H582-3,ZNF644,NM_016620,NP_115562,"Homo sapiens zinc finger protein 644 (ZNF644), transcript variant 3, mRNA.",,
544,uc010fur.3,,['G1457.1' 'G1458.1'],uc010fur.3,chr2,+,211342405,211543831,211342487,211542709,39,"211342405,211421442,211438021,211441069,211442144,211444437,211447340,211452781,211454829,211455523,211456554,211457602,211459231,211460210,211464095,211465278,211466925,211469825,211471454,211473084,211476840,211481146,211502425,211503873,211504719,211507207,211512586,211513196,211515086,211518748,211521248,211523322,211525208,211527846,211532909,211539625,211540451,211541730,211542610,","211342490,211421583,211438131,211441214,211442234,211444494,211447433,211452871,211454958,211455630,211456693,211457680,211459330,211460306,211464285,211465436,211467054,211469970,211471665,211473283,211477017,211481265,211502567,211503939,211504783,211507389,211512781,211513264,211515162,211518826,211521356,211523412,211525379,211527921,211533008,211539685,211540564,211541860,211543831,",J3KQL0,uc010fur.3,42283,uc010fur.3,NM_001122633,J3KQL0,J3KQL0_HUMAN,CPS1,NM_001122633,NP_001116105,"Homo sapiens carbamoyl-phosphate synthase 1, mitochondrial (CPS1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
545,uc021rmv.1,,['G836.1'],uc021rmv.1,chr13,+,113863930,113919392,113863941,113917896,20,"113863930,113864286,113873258,113882289,113883759,113887490,113888210,113889376,113891136,113893746,113897281,113898723,113899262,113899465,113900269,113907395,113909006,113909266,113914920,113917800,","113864089,113864402,113873362,113882359,113883833,113887653,113888300,113889459,113891204,113893865,113897474,113898828,113899373,113899551,113900377,113907509,113909112,113909439,113915073,113919392,",Q13619,uc021rmv.1,19912,uc021rmv.1,NM_001008895,Q13619,CUL4A_HUMAN,CUL4A,NM_001008895,NP_003580,"Homo sapiens cullin 4A (CUL4A), transcript variant 1, mRNA.",,
546,uc010qxn.2,,['G541.1'],uc010qxn.2,chr11,-,2965659,3013607,2966837,3000450,15,"2965659,2972488,2973009,2975756,2976973,2979628,2980999,2985909,2991032,2992677,2993331,2997253,2999513,3000436,3013483,","2966876,2972545,2973039,2975876,2976996,2979774,2981139,2985981,2991164,2992764,2993473,2997353,2999572,3000467,3013607,",F5HFY4,uc010qxn.2,13437,uc010qxn.2,AK299515,F5HFY4,F5HFY4_HUMAN,NAP1L4,NM_005969,NP_005960,"Homo sapiens nucleosome assembly protein 1-like 4 (NAP1L4), mRNA.",,
547,uc021sbn.1,,['G956.1'],uc021sbn.1,chr14,-,99876432,99947226,99876581,99932142,9,"99876432,99879287,99880212,99924615,99925449,99927528,99929822,99932039,99947064,","99876587,99879402,99880271,99924872,99925522,99927677,99929915,99932150,99947226,",Q86TU7-3,uc021sbn.1,23248,uc021sbn.1,BC120968,Q86TU7-3,Q86TU7-3,SETD3,NM_032233,NP_115609,"Homo sapiens SET domain containing 3 (SETD3), transcript variant 2, mRNA.",,
548,uc002izo.3,,['G1225.1'],uc002izo.3,chr17,-,60019965,60142643,60023828,60142566,30,"60019965,60024277,60028185,60030325,60032742,60033040,60033699,60038227,60038948,60040112,60042366,60043822,60045395,60050087,60059558,60061531,60062011,60062360,60064367,60069900,60072512,60087910,60106901,60107211,60108804,60111147,60112823,60129897,60140427,60142500,","60023961,60024378,60028359,60030474,60032928,60033199,60033842,60038451,60039140,60040332,60042829,60044012,60045619,60050249,60060475,60061728,60062226,60062451,60064489,60069982,60072726,60088594,60107012,60107374,60108999,60111345,60112969,60130066,60140662,60142643,",Q9UHV7,uc002izo.3,33650,uc002izo.3,NM_005121,Q9UHV7,MED13_HUMAN,MED13,NM_005121,NP_005112,"Homo sapiens mediator complex subunit 13 (MED13), mRNA.",,
549,uc001tsm.1,,['G783.1'],uc001tsm.1,chr12,-,111950276,112036294,111951152,111991994,11,"111950276,111953957,111956052,111957682,111958685,111962995,111990083,111990709,111991961,111993686,112035719,","111951343,111954167,111956231,111957880,111958777,111963120,111990234,111990781,111992021,111993723,112036294,",B3KT59,uc001tsm.1,18993,uc001tsm.1,AK095017,B3KT59,B3KT59_HUMAN,ATXN2,NM_002973,NP_002964,"Homo sapiens ataxin 2 (ATXN2), mRNA.",,
550,uc010drd.2,,['G1259.1'],uc010drd.2,chr18,+,77439800,77514510,77439947,77513675,12,"77439800,77455224,77455976,77457859,77464766,77470345,77472971,77474490,77477534,77477809,77488906,77513651,","77440261,77455308,77456070,77457988,77464917,77470436,77473138,77475528,77477676,77478016,77489069,77514510,",Q9Y5B0,uc010drd.2,34885,uc010drd.2,BC032515,Q9Y5B0,CTDP1_HUMAN,CTDP1,NM_048368,NP_430255,"Homo sapiens CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 (CTDP1), transcript variant 1, mRNA.",,
551,uc003vmi.3,,['G2545.1'],uc003vmi.3,chr7,+,127292201,127732659,127292427,127732110,24,"127292201,127326666,127334881,127338928,127341216,127342488,127343218,127344892,127347610,127361340,127447537,127484376,127527954,127544799,127569240,127630999,127714553,127721411,127724775,127725762,127726989,127729540,127731888,127732044,","127292505,127326816,127335002,127339007,127341377,127342580,127343377,127344999,127347701,127361454,127447627,127484477,127528065,127544872,127569382,127631109,127714742,127721553,127724899,127725832,127727103,127729744,127731933,127732659,",Q7KZF4,uc003vmi.3,69537,uc003vmi.3,NM_014390,Q7KZF4,SND1_HUMAN,SND1,NM_014390,NP_055205,"Homo sapiens staphylococcal nuclease and tudor domain containing 1 (SND1), mRNA.",,
552,uc001hnu.2,,['G116.1'],uc001hnu.2,chr1,+,222988430,223179337,223116165,223179314,10,"222988430,223073122,223101771,223116148,223156421,223163966,223164861,223165354,223168226,223175726,","222988513,223073207,223101912,223116674,223156451,223164090,223164989,223165452,223168324,223179337,",Q96F81,uc001hnu.2,3642,uc001hnu.2,NM_032890,Q96F81,DISP1_HUMAN,DISP1,NM_032890,NP_116279,"Homo sapiens dispatched homolog 1 (Drosophila) (DISP1), mRNA.",,
553,uc021ofr.1,,['G8.1'],uc021ofr.1,chr1,+,6845383,6948261,6845383,6845383,4,"6845383,6885151,6931816,6947713,","6845635,6885270,6931900,6948261,",uc021ofr.1,,234,uc021ofr.1,NR_038934,,,CAMTA1,NR_038934,,"Homo sapiens calmodulin binding transcription activator 1 (CAMTA1), transcript variant 4, non-coding RNA.",,
554,uc021vnl.1,,['G1528.1'],uc021vnl.1,chr2,-,122095351,122407052,122098436,122363471,38,"122095351,122104613,122106087,122120747,122122669,122125163,122135074,122144697,122145338,122154715,122155897,122159084,122161946,122165046,122166599,122168441,122182714,122187648,122203024,122204912,122205851,122206528,122208488,122209365,122215262,122216415,122217555,122218676,122220107,122227383,122260742,122273240,122283420,122285374,122286252,122287822,122363276,122406947,","122098523,122104730,122106294,122120876,122122860,122125407,122135225,122144804,122145482,122154859,122155976,122159248,122162010,122165288,122166623,122168545,122182882,122187753,122203072,122205083,122205901,122206696,122208566,122209425,122215333,122216551,122217701,122218769,122220181,122227536,122260810,122273338,122283496,122285466,122286356,122287901,122363756,122407052,",B7ZLX3,uc021vnl.1,43953,uc021vnl.1,NM_001207051,B7ZLX3,B7ZLX3_HUMAN,CLASP1,NM_001207051,NP_001193980,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 4, mRNA.",,
555,uc001ibk.3,,['G256.1' 'G257.1'],uc001ibk.3,chr1,-,245912641,246580714,245912864,246518383,12,"245912641,245927342,246021797,246027100,246078831,246091232,246093171,246490502,246493781,246498668,246518332,246580597,","245912966,245927451,246021972,246027188,246078942,246091335,246093239,246490639,246493839,246498776,246518396,246580714,",NP_073580,uc001ibk.3,7679,uc001ibk.3,NM_022743,Q9H7B4,SMYD3_HUMAN,SMYD3,NM_022743,NP_073580,"Homo sapiens SET and MYND domain containing 3 (SMYD3), transcript variant 2, mRNA.",,
556,uc010yza.2,,['G1528.1'],uc010yza.2,chr2,-,122095351,122407052,122098436,122363471,38,"122095351,122104613,122106087,122120747,122122669,122125163,122135074,122144697,122145338,122154715,122155897,122159084,122161946,122165046,122166599,122168441,122182714,122184979,122187648,122204912,122205851,122206528,122208488,122209365,122215262,122216415,122217555,122218676,122220107,122227383,122260742,122273240,122283420,122285374,122286252,122287822,122363276,122406947,","122098523,122104730,122106294,122120876,122122860,122125407,122135225,122144804,122145482,122154859,122155976,122159248,122162010,122165291,122166623,122168545,122182882,122185006,122187753,122205083,122205901,122206696,122208566,122209425,122215333,122216551,122217701,122218769,122220181,122227536,122260810,122273338,122283496,122285466,122286356,122287901,122363756,122407052,",Q7Z460-2,uc010yza.2,43952,uc010yza.2,NM_001142274,Q7Z460-2,Q7Z460-2,CLASP1,NM_001142274,NP_001135746,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 3, mRNA.",,
